,name,age,country
7029,Roger Machado,30.0,Cuba
7030,Jonder Martínez,26.0,Cuba
7031,Daisuke Matsuzaka,23.0,Japan
7032,Danny Miranda,25.0,Cuba
7033,Daisuke Miura,30.0,Japan
7034,Shinya Miyamoto,33.0,Japan
7035,Frank Montieth,19.0,Cuba
7036,Arihito Muramatsu,31.0,Japan
7037,Norihiro Nakamura,31.0,Japan
7038,Dave Nilsson,34.0,Australia
7039,Vicyohandri Odelín,24.0,Cuba
7040,Trent Oeltjen,21.0,Australia
7041,Michihiro Ogasawara,30.0,Japan
7042,Wayne Ough,25.0,Australia
7043,Chris Oxspring,27.0,Australia
7044,Adiel Palma,33.0,Cuba
7045,Eduardo Paret,31.0,Cuba
7046,Ariel Pestano,30.0,Cuba
7047,Alexei Ramírez,22.0,Cuba
7048,Brett Roneberg,25.0,Australia
7049,Ryan Rowland Smith,21.0,Australia
7050,Eriel Sánchez,29.0,Cuba
7051,Antonio Scull,38.0,Cuba
7052,Naoyuki Shimizu,28.0,Japan
7053,John Stephens,24.0,Australia
7054,Phil Stockman,24.0,Australia
7055,Carlos Tabares,30.0,Cuba
7056,Yoshinobu Takahashi,29.0,Japan
7057,Brett Tamburrino,22.0,Australia
7058,Yoshitomo Tani,31.0,Japan
7059,Richard Thompson,20.0,Australia
7060,Koji Uehara,29.0,Japan
7061,Yoandri Urgellés,23.0,Cuba
7062,Osmani Urrutia,28.0,Cuba
7063,Andrew Utting,26.0,Australia
7064,Rodney Van Buizen,23.0,Australia
7065,Manuel Vega,29.0,Cuba
7066,Norge Luis Vera,33.0,Cuba
7067,Kazuhiro Wada,32.0,Japan
7068,Tsuyoshi Wada,23.0,Japan
7069,Ben Wigmore,22.0,Australia
7070,Glenn Williams,27.0,Australia
7071,Jeff Williams,32.0,Australia
7072,Brent Abernathy,22.0,United States
7073,Kurt Ainsworth,22.0,United States
7074,Omar Ajete,35.0,Cuba
7075,Yosvany Aragón,26.0,Cuba
7076,Pat Borders,37.0,United States
7077,Sean Burroughs,20.0,United States
7078,Miguel Caldés,29.0,Cuba
7079,Danel Castro,24.0,Cuba
7080,José Contreras,28.0,Cuba
7081,John Cotton,29.0,United States
7082,Travis Dawkins,21.0,United States
7083,Yobal Dueñas,28.0,Cuba
7084,Adam Everett,23.0,United States
7085,Ryan Franklin,27.0,United States
7086,Chris George,21.0,United States
7087,Yasser Gómez,20.0,Cuba
7088,Gu DaeSeong,31.0,South Korea
7089,Shane Heams,24.0,United States
7090,Hong SeongHeun,23.0,South Korea
7091,José Ibar,31.0,Cuba
7092,Im ChangYong,24.0,South Korea
7093,Im SeonDong,27.0,South Korea
7094,Jang SeongHo,22.0,South Korea
7095,Marcus Jensen,27.0,United States
7096,Jeong DaeHyeon,21.0,South Korea
7097,Jeong MinTae,30.0,South Korea
7098,Jeong SuGeun,23.0,South Korea
7099,Jin PilJung,27.0,South Korea
7100,Kim DongJu,24.0,South Korea
7101,Kim GiTae,31.0,South Korea
7102,Kim HanSu,28.0,South Korea
7103,Kim SuGyeong,21.0,South Korea
7104,Kim TaeGyun,29.0,South Korea
7105,Orestes Kindelán,35.0,Cuba
7106,Mike Kinkade,27.0,United States
7107,Rick Krivda,30.0,United States
7108,Pedro Luis Lazo,27.0,Cuba
7109,Lee ByeongGyu,25.0,South Korea
7110,Lee SeungHo,19.0,South Korea
7111,Lee SeungYeop,24.0,South Korea
7112,Omar Linares,32.0,Cuba
7113,Oscar Macias,31.0,Cuba
7114,Juan Manrique,33.0,Cuba
7115,Javier Méndez,36.0,Cuba
7116,Rolando Meriño,29.0,Cuba
7117,Germán Mesa,33.0,Cuba
7118,Doug Mientkiewicz,26.0,United States
7119,Mike Neill,30.0,United States
7120,Roy Oswalt,23.0,United States
7121,Antonio Pacheco,36.0,Cuba
7122,Park GyeongWan,28.0,South Korea
7123,Park JaeHong,27.0,South Korea
7124,Park JinMan,23.0,South Korea
7125,Park JongHo,27.0,South Korea
7126,Park SeokJin,28.0,South Korea
7127,Ariel Pestano,26.0,Cuba
7128,Gabriel Pierre,33.0,Cuba
7129,Jon Rauch,21.0,United States
7130,Maels Rodríguez,20.0,Cuba
7131,Anthony Sanders,26.0,United States
7132,Antonio Scull,35.0,Cuba
7133,Bobby Seay,22.0,United States
7134,Ben Sheets,22.0,United States
7135,Son MinHan,25.0,South Korea
7136,Song JinU,34.0,South Korea
7137,Luis Ulacia,36.0,Cuba
7138,Lazaro Valle,37.0,Cuba
7139,Norge Luis Vera,29.0,Cuba
7140,Brad Wilkerson,23.0,United States
7141,Todd Williams,29.0,United States
7142,Ernie Young,31.0,United States
7143,Tim Young,26.0,United States
7144,Nicola Adams,29.0,Great Britain
7145,Misha Aloyan,23.0,Russia
7146,Lázaro Álvarez,21.0,Cuba
7147,Adriana Araújo,31.0,Brazil
7148,Abbos Atayev,26.0,Uzbekistan
7149,David Ayrapetyan,28.0,Russia
7150,Paddy Barnes,25.0,Ireland
7151,Denys Berinchyk,24.0,Ukraine
7152,Roberto Cammarelle,32.0,Italy
7153,Luke Campbell,24.0,Great Britain
7154,Mavzuna Choriyeva,19.0,Tajikistan
7155,Michael Conlan,20.0,Ireland
7156,Ivan Dychko,21.0,Kazakhstan
7157,Marlen Esparza,23.0,United States
7158,Fred Evans,21.0,Great Britain
7159,Esquiva Florentino,22.0,Brazil
7160,Yamaguchi Florentino,24.0,Brazil
7161,Han SunCheol,27.0,South Korea
7162,Oleksandr Hvozdyk,25.0,Ukraine
7163,Roniel Iglesias,23.0,Cuba
7164,Anthony Joshua,22.0,Great Britain
7165,M C Mary Kom,29.0,India
7166,Li Jinzi,22.0,China
7167,Vasyl Lomachenko,24.0,Ukraine
7168,Vincenzo Mangiacapre,23.0,Italy
7169,Yegor Mekhontsev,27.0,Russia
7170,Ryota Murata,26.0,Japan
7171,Mhmmdrsul Mcidov,25.0,Azerbaijan
7172,Teymur Mmmdov,19.0,Azerbaijan
7173,John Joe Nevin,23.0,Ireland
7174,Adilbek Niyazymbetov,23.0,Kazakhstan
7175,Nyambayaryn Tögstsogt,20.0,Mongolia
7176,Sofya Ochigava,25.0,Russia
7177,Anthony Ogogo,23.0,Great Britain
7178,Evaldas Petrauskas,20.0,Lithuania
7179,Kaeo Pongprayoon,32.0,Thailand
7180,Tervel Pulev,29.0,Bulgaria
7181,Robeisy Ramírez,18.0,Cuba
7182,Ren Cancan,24.0,China
7183,Clemente Russo,30.0,Italy
7184,Serik Sapiyev,28.0,Kazakhstan
7185,Taras Shelestiuk,26.0,Ukraine
7186,Claressa Shields,17.0,United States
7187,Satoshi Shimizu,26.0,Japan
7188,Katie Taylor,26.0,Ireland
7189,Yasnier Toledo,22.0,Cuba
7190,Nadezhda Torlopova,33.0,Russia
7191,Uranchimegiin MönkhErdene,30.0,Mongolia
7192,Oleksandr Usik,25.0,Ukraine
7193,Marina Volnova,23.0,Kazakhstan
7194,Andrey Zamkovoy,25.0,Russia
7195,Zou Shiming,31.0,China
7196,Osmay Acosta,23.0,Cuba
7197,Georgiy Balakshin,28.0,Russia
7198,Carlos Banteux,21.0,Cuba
7199,Paddy Barnes,21.0,Ireland
7200,Manus Boonjumnong,28.0,Thailand
7201,Roberto Cammarelle,28.0,Italy
7202,Rakhim Chakhkiyev,25.0,Russia
7203,Emilio Correa Jr,22.0,Cuba
7204,James DeGale,22.0,Great Britain
7205,Félix Díaz,24.0,Dominican Republic
7206,Khédafi Djelkhir,24.0,France
7207,Kenny Egan,26.0,Ireland
7208,Enkhbatyn BadarUugan,23.0,Mongolia
7209,Vaeceslav Gojan,25.0,Moldova
7210,Hanati Silamu,23.0,China
7211,Yampier Hernández,23.0,Cuba
7212,Viacheslav Hlazkov,23.0,Ukraine
7213,Roniel Iglesias,19.0,Cuba
7214,Sahin Imranov,27.0,Azerbaijan
7215,Hrachik Javakhyan,24.0,Armenia
7216,Tony Jeffries,23.0,Great Britain
7217,Somjit Jongjohor,33.0,Thailand
7218,Bruno Julie,30.0,Mauritius
7219,Yakup Kiliç,22.0,Turkey
7220,Kim JeongJu,26.0,South Korea
7221,Andry Laffita,30.0,Cuba
7222,Yankiel León,26.0,Cuba
7223,Vasyl Lomachenko,20.0,Ukraine
7224,Vincenzo Picardi,24.0,Italy
7225,David Price,25.0,Great Britain
7226,Pürevdorjin Serdamba,23.0,Mongolia
7227,Clemente Russo,26.0,Italy
7228,Bakhyt Sarsekbayev,26.0,Kazakhstan
7229,Yerkebulan Shynaliyev,20.0,Kazakhstan
7230,Vijender Singh,22.0,India
7231,Daouda Sow,25.0,France
7232,Darren Sutherland,26.0,Ireland
7233,Aleksey Tishchenko,24.0,Russia
7234,Yordenis Ugás,22.0,Cuba
7235,Alexis Vastine,21.0,France
7236,Deontay Wilder,22.0,United States
7237,Zhang Xiaoping,26.0,China
7238,Zhang Zhilei,25.0,China
7239,Zou Shiming,27.0,China
7240,Mohamed Aly,29.0,Egypt
7241,Lorenzo Aragon,30.0,Cuba
7242,Magomed Aripgadzhiyev,26.0,Belarus
7243,Bakhtiyar Artayev,21.0,Kazakhstan
7244,Fuad Aslanov,21.0,Azerbaijan
7245,Yan Barthelemí,24.0,Cuba
7246,Manus Boonjumnong,24.0,Thailand
7247,Roberto Cammarelle,24.0,Italy
7248,Andre Dirrell,21.0,United States
7249,Mohamed ElSayed,31.0,Egypt
7250,Naser ElShami,22.0,Syria
7251,Yuriorkis Gamboa,22.0,Cuba
7252,Gaydarbek Gaydarbekov,27.0,Russia
7253,Boris Georgiev,21.0,Bulgaria
7254,Ionut Gheorghe,20.0,Romania
7255,Gennady Golovkin,22.0,Kazakhstan
7256,Ahmed Ismail,28.0,Egypt
7257,Jo SeokHwan,24.0,South Korea
7258,Yudel Johnson,23.0,Cuba
7259,Sergey Kazakov,28.0,Russia
7260,Amir Khan,17.0,Great Britain
7261,Utkirbek Khaydarov,30.0,Uzbekistan
7262,Murat Khrachov,21.0,Russia
7263,Kim JeongJu,22.0,South Korea
7264,Kim SongGuk,20.0,North Korea
7265,Mario Kindelán,33.0,Cuba
7266,Michel López,27.0,Cuba
7267,Agasi Mmmdov,24.0,Azerbaijan
7268,Worapoj Petchkoom,23.0,Thailand
7269,Aleksandr Povetkin,24.0,Russia
7270,Suriya Prasathinphimai,24.0,Thailand
7271,Rustam Rahimov,29.0,Germany
7272,Guillermo Rigondeaux,23.0,Cuba
7273,Oleg Saitov,30.0,Russia
7274,Odlanier Solís,24.0,Cuba
7275,Bakhodirdzhon Sultanov,19.0,Uzbekistan
7276,Vitali Tajbert,22.0,Germany
7277,Jérôme Thomas,25.0,France
7278,Aleksey Tishchenko,20.0,Russia
7279,André Ward,20.0,United States
7280,Atagün Yalçinkaya,17.0,Turkey
7281,Serik Yeleuov,23.0,Kazakhstan
7282,Zou Shiming,23.0,China
7283,Viktor Zuyev,21.0,Belarus
7284,Mukhammad Kadyr Abdullayev,26.0,Uzbekistan
7285,Mohamed Allalou,26.0,Algeria
7286,Brahim Asloum,21.0,France
7287,Cristian Bejarano,19.0,Mexico
7288,Vladimir Chanturia,22.0,Georgia
7289,Serhiy Danylchenko,26.0,Ukraine
7290,Mukhtarkhan Dildabekov,24.0,Kazakhstan
7291,Serhiy Dotsenko,21.0,Ukraine
7292,Kamil Dzhamaludinov,21.0,Russia
7293,Zsolt Erdei,26.0,Hungary
7294,Andriy Fedchuk,20.0,Ukraine
7295,Gaydarbek Gaydarbekov,23.0,Russia
7296,Vitalie Grusac,23.0,Moldova
7297,Jorge Gutiérrez,25.0,Cuba
7298,Audley Harrison,28.0,Great Britain
7299,SultanAkhmed Ibragimov,25.0,Russia
7300,Yermakhan Ibraimov,28.0,Kazakhstan
7301,Ricardo Juarez,20.0,United States
7302,Kim UnChol,20.0,North Korea
7303,Mario Kindelán,29.0,Cuba
7304,Sebastian Köber,21.0,Germany
7305,Andriy Kotelnyk,22.0,Ukraine
7306,Rudi Kraj,22.0,Czech Republic
7307,Aleksandr Lebzyak,31.0,Russia
7308,Rafael Lozano,30.0,Spain
7309,Diógenes Luña,23.0,Cuba
7310,Raimkul Malakhbekov,26.0,Russia
7311,Aleksandr Maletin,25.0,Russia
7312,Sergey Mikhaylov,24.0,Uzbekistan
7313,Wijan Ponlid,24.0,Thailand
7314,Guillermo Rigondeaux,19.0,Cuba
7315,Maikro Romero,27.0,Cuba
7316,Rustam Saidov,22.0,Uzbekistan
7317,Oleg Saitov,26.0,Russia
7318,Bekzat Sattarkhanov,20.0,Kazakhstan
7319,Félix Savón,32.0,Cuba
7320,Dorel Simion,23.0,Romania
7321,Marian Simion,25.0,Romania
7322,Volodymyr Sydorenko,23.0,Ukraine
7323,Tahar Tamsamani,20.0,Morocco
7324,Jermain Taylor,22.0,United States
7325,Jérôme Thomas,21.0,France
7326,Pornchai Thongburan,26.0,Thailand
7327,Paolo Vidoz,30.0,Italy
7328,Clarence Vinson,22.0,United States
7329,Ricardo Williams Jr,19.0,United States
7330,Bolat Zhumadilov,27.0,Kazakhstan
7331,Vüqar Mursal lkbrov,19.0,Azerbaijan
7332,Richy Adjei,27.0,Germany
7333,David Bissett,30.0,Canada
7334,Lascelles Brown,35.0,Canada
7335,ShelleyAnn Brown,29.0,Canada
7336,Thomas Florschütz,32.0,Germany
7337,Steve Holcomb,29.0,United States
7338,Kaillie Humphries,24.0,Canada
7339,Chris le Bihan,32.0,Canada
7340,Steve Mesler,31.0,United States
7341,Elana Meyers,25.0,United States
7342,Heather Moyse,31.0,Canada
7343,Justin Olsen,22.0,United States
7344,Erin Pac,29.0,United States
7345,Martin Putze,25.0,Germany
7346,Alexander Rödiger,24.0,Germany
7347,Lyndon Rush,29.0,Canada
7348,Curt Tomasevicz,29.0,United States
7349,Helen Upperton,30.0,Canada
7350,Aleksey Voyevoda,29.0,Russia
7351,Aleksandr Zubkov,35.0,Russia
7352,Lascelles Brown,31.0,Canada
7353,Valerie Fleming,29.0,United States
7354,Cédric Grand,30.0,Switzerland
7355,René Hoppe,29.0,Germany
7356,Jennifer Isacco,28.0,Italy
7357,Thomas Lamparter,27.0,Switzerland
7358,Pierre Lueders,35.0,Canada
7359,Sandra ProkoffKiriasis,31.0,Germany
7360,Martin Putze,21.0,Germany
7361,Shauna Rohbock,28.0,United States
7362,Anja Schneiderheinze,27.0,Germany
7363,Aleksey Seliverstov,29.0,Russia
7364,Aleksey Voyevoda,25.0,Russia
7365,Gerda Weissensteiner,37.0,Italy
7366,Filipp Yegorov,27.0,Russia
7367,Aleksandr Zubkov,31.0,Russia
7368,Steve Anderhub,31.0,Switzerland
7369,Martin Annen,28.0,Switzerland
7370,Jill Bakken,25.0,United States
7371,Carsten Embach,33.0,Germany
7372,Susi Erdmann,34.0,Germany
7373,Vonetta Flowers,28.0,United States
7374,Todd Hays,32.0,United States
7375,Beat Hefti,24.0,Switzerland
7376,Nicole Herschmann,26.0,Germany
7377,Garrett Hines,32.0,United States
7378,Ulrike Holzner,33.0,Germany
7379,Randy Jones,32.0,United States
7380,Mike Kohn,29.0,United States
7381,Enrico Kühn,24.0,Germany
7382,Kevin Kuske,23.0,Germany
7383,André Lange,28.0,Germany
7384,Christoph Langen,39.0,Germany
7385,Sandra ProkoffKiriasis,27.0,Germany
7386,Christian Reich,34.0,Switzerland
7387,Bill Schuffenhauer,28.0,United States
7388,Doug Sharp,32.0,United States
7389,Brian Shimer,39.0,United States
7390,Dan Steele,32.0,United States
7391,Markus Zimmermann,37.0,Germany
7392,Sandrine Bailly,30.0,France
7393,Sylvie Becaert,34.0,France
7394,Tora Berger,28.0,Norway
7395,Anna BogalyTitovets,30.0,Russia
7396,Tarjei Bø,21.0,Norway
7397,Ivan Cherezov,29.0,Russia
7398,Maksim Chudov,27.0,Russia
7399,Darya Domracheva,23.0,Belarus
7400,Simon Eder,27.0,Austria
7401,Jakov Fak,22.0,Croatia
7402,Björn Ferry,31.0,Sweden
7403,Martin Fourcade,21.0,France
7404,Martina GlagowBeck,30.0,Germany
7405,Halvard Hanevold,40.0,Norway
7406,Andrea Henkel,32.0,Germany
7407,Pavol Hurajt,32.0,Slovakia
7408,Yelena Khrustalyova,29.0,Kazakhstan
7409,Dominik Landertinger,22.0,Austria
7410,Daniel Mesotitsch,33.0,Austria
7411,Sergey Novikov,30.0,Belarus
7412,Olga PylyovaMedvedtseva,34.0,Russia
7413,Anton Shipulin,22.0,Russia
7414,Svetlana Sleptsova,23.0,Russia
7415,Kati Wilhelm,33.0,Germany
7416,Frode Andresen,32.0,Norway
7417,Katrin Apel,32.0,Germany
7418,Sandrine Bailly,26.0,France
7419,Sylvie Becaert,30.0,France
7420,Anna BogalyTitovets,26.0,Russia
7421,Ferréol Cannard,27.0,France
7422,Sergey Chepikov,39.0,Russia
7423,Ivan Cherezov,25.0,Russia
7424,Uschi Disl,35.0,Germany
7425,Ricco Groß,35.0,Germany
7426,Andrea Henkel,28.0,Germany
7427,Nikolay Kruglov,24.0,Russia
7428,Delphine Peretto,24.0,France
7429,Raphaël Poirée,31.0,France
7430,Julien Robert,31.0,France
7431,Michael Rösch,22.0,Germany
7432,Pavel Rostovtsev,34.0,Russia
7433,Tomasz Sikora,32.0,Poland
7434,Liliya Yefremova,28.0,Ukraine
7435,Olga Zaytseva,27.0,Russia
7436,Albina Akhatova,25.0,Russia
7437,Gunn Margit Andreassen,28.0,Norway
7438,Frode Andresen,28.0,Norway
7439,Katrin Apel,28.0,Germany
7440,Vincent Defrasne,24.0,France
7441,Egil Gjelland,28.0,Norway
7442,Halvard Hanevold,32.0,Norway
7443,Svetlana Ishmuratova,29.0,Russia
7444,Galina Kukleva,29.0,Russia
7445,Gilles Marguet,34.0,France
7446,Viktor Maygurov,33.0,Russia
7447,Irina Nikulchina,27.0,Bulgaria
7448,Wolfgang Perner,34.0,Austria
7449,Julien Robert,27.0,France
7450,Peter Sendel,29.0,Germany
7451,Ann Elen Skjelbreid,30.0,Norway
7452,Linda Tjørhom,22.0,Norway
7453,Julius Brink,30.0,Germany
7454,Alison Cerutti,27.0,Brazil
7455,Emanuel,39.0,Brazil
7456,Juliana,29.0,Brazil
7457,Jen Kessy,34.0,United States
7458,Larissa,30.0,Brazil
7459,Misty MayTreanor,34.0,United States
7460,Martinš Plavinš,27.0,Latvia
7461,Jonas Reckermann,33.0,Germany
7462,April Ross,30.0,United States
7463,Janis Šmedinš,24.0,Latvia
7464,Kerri Walsh,33.0,United States
7465,Phil Dalhausser,28.0,United States
7466,Emanuel,35.0,Brazil
7467,Fábio,29.0,Brazil
7468,Márcio,34.0,Brazil
7469,Misty MayTreanor,31.0,United States
7470,Ricardo,33.0,Brazil
7471,Todd Rogers,34.0,United States
7472,Tian Jia,27.0,China
7473,Kerri Walsh,29.0,United States
7474,Wang Jie,24.0,China
7475,Xue Chen,19.0,China
7476,Zhang Xi,23.0,China
7477,Adriana Behar,35.0,Brazil
7478,Javier Bosma,34.0,Spain
7479,Emanuel,31.0,Brazil
7480,Pablo Herrera,22.0,Spain
7481,Patrick Heuscher,27.0,Switzerland
7482,Stefan Kobel,30.0,Switzerland
7483,Misty MayTreanor,27.0,United States
7484,Holly McPeak,35.0,United States
7485,Ricardo,29.0,Brazil
7486,Shelda,31.0,Brazil
7487,Kerri Walsh,25.0,United States
7488,Elaine Youngs,34.0,United States
7489,Jörg Ahmann,34.0,Germany
7490,Adriana Behar,31.0,Brazil
7491,Dain Blanton,28.0,United States
7492,Natalie Cook,25.0,Australia
7493,Eric Fonoimoana,31.0,United States
7494,Axel Hager,31.0,Germany
7495,KerriAnn Pottharst,35.0,Australia
7496,Ricardo,25.0,Brazil
7497,Adriana Samuel,34.0,Brazil
7498,Sandra,27.0,Brazil
7499,Shelda,27.0,Brazil
7500,Zé Marco,29.0,Brazil
7501,Carmelo Anthony,28.0,United States
7502,Semyon Antonov,23.0,Russia
7503,Seimone Augustus,28.0,United States
7504,Suzy Batkovic,31.0,Australia
7505,Clémence Beikes,28.0,France
7506,Sue Bird,31.0,United States
7507,Abby Bishop,23.0,Australia
7508,Kobe Bryant,33.0,United States
7509,José Manuel Calderón,30.0,Spain
7510,Liz Cambage,20.0,Australia
7511,Swin Cash,32.0,United States
7512,Tamika Catchings,33.0,United States
7513,Tyson Chandler,29.0,United States
7514,Tina Charles,23.0,United States
7515,Víctor Claver,23.0,Spain
7516,Anthony Davis,19.0,United States
7517,Jennifer Digbeu,25.0,France
7518,Céline Dumerc,30.0,France
7519,Kevin Durant,23.0,United States
7520,Rudy Fernández,27.0,Spain
7521,Sylvia Fowles,26.0,United States
7522,Vitaly Fridzon,26.0,Russia
7523,Marc Gasol,27.0,Spain
7524,Pau Gasol,32.0,Spain
7525,Elodie Godin,27.0,France
7526,Émilie Gomis,28.0,France
7527,Sandrine Gruda,25.0,France
7528,James Harden,22.0,United States
7529,Kristi Harrower,37.0,Australia
7530,Serge Ibaka,22.0,Spain
7531,Andre Iguodala,28.0,United States
7532,Lauren Jackson,31.0,Australia
7533,LeBron James,27.0,United States
7534,Rachel Jarry,20.0,Australia
7535,Asjha Jones,31.0,United States
7536,Sergey Karasyov,18.0,Russia
7537,Aleksandr Kaun,27.0,Russia
7538,Viktor Khryapa,29.0,Russia
7539,Dmitry Khvostov,22.0,Russia
7540,Andrey Kirilenko,31.0,Russia
7541,Marion Laborde,25.0,France
7542,Edwige LawsonWade,33.0,France
7543,Florence Lepron,27.0,France
7544,Sergio Llull,24.0,Spain
7545,Kevin Love,23.0,United States
7546,Kathleen MacLeod,25.0,Australia
7547,Angel McCoughtry,25.0,United States
7548,Endéné Miyem,24.0,France
7549,Sergey Monya,29.0,Russia
7550,Maya Moore,23.0,United States
7551,Timofey Mozgov,26.0,Russia
7552,Juan Carlos Navarro,32.0,Spain
7553,Emmeline Ndongue,29.0,France
7554,Jenna OHea,25.0,Australia
7555,Candace Parker,26.0,United States
7556,Chris Paul,27.0,United States
7557,Anton Ponkrashov,26.0,Russia
7558,Felipe Reyes,32.0,Spain
7559,Samantha Richards,29.0,Australia
7560,Sergio Rodríguez,26.0,Spain
7561,Víctor Sada,28.0,Spain
7562,Fernando San Emeterio,28.0,Spain
7563,Jenni Screen,30.0,Australia
7564,Aleksey Shved,23.0,Russia
7565,Belinda Snell,31.0,Australia
7566,Laura SummertonHodges,28.0,Australia
7567,Diana Taurasi,30.0,United States
7568,Yevgeny Voronov,26.0,Russia
7569,Russell Westbrook,23.0,United States
7570,Lindsay Whalen,30.0,United States
7571,Deron Williams,28.0,United States
7572,Isabelle Yacoubou,26.0,France
7573,Svetlana Abrosimova,28.0,Russia
7574,Carmelo Anthony,24.0,United States
7575,Seimone Augustus,24.0,United States
7576,Suzy Batkovic,27.0,Australia
7577,Tully Bevilaqua,36.0,Australia
7578,Sue Bird,27.0,United States
7579,Carlos Boozer,26.0,United States
7580,Chris Bosh,24.0,United States
7581,Kobe Bryant,29.0,United States
7582,José Manuel Calderón,26.0,Spain
7583,Tamika Catchings,29.0,United States
7584,Rohanee Cox,27.0,Australia
7585,Carlos Delfino,25.0,Argentina
7586,Rudy Fernández,23.0,Spain
7587,Sylvia Fowles,22.0,United States
7588,Jorge Garbajosa,30.0,Spain
7589,Marc Gasol,23.0,Spain
7590,Pau Gasol,28.0,Spain
7591,Manu Ginóbili,31.0,Argentina
7592,Román González,30.0,Argentina
7593,Hollie Grima,24.0,Australia
7594,Juan Pedro Gutiérrez,24.0,Argentina
7595,Leonardo Gutiérrez,30.0,Argentina
7596,Becky Hammon,31.0,Russia
7597,Kristi Harrower,33.0,Australia
7598,Dwight Howard,22.0,United States
7599,Lauren Jackson,27.0,Australia
7600,LeBron James,23.0,United States
7601,Carlos Jiménez,32.0,Spain
7602,Federico Kammerichs,28.0,Argentina
7603,Marina Karpunina,24.0,Russia
7604,Jason Kidd,35.0,United States
7605,Ilona Korstin,28.0,Russia
7606,Marina Kuzina,23.0,Russia
7607,Kara Lawson,27.0,United States
7608,Lisa Leslie,36.0,United States
7609,Yekaterina Lisina,20.0,Russia
7610,Raúl López,28.0,Spain
7611,DeLisha MiltonJones,33.0,United States
7612,Álex Mumbrú,29.0,Spain
7613,Juan Carlos Navarro,28.0,Spain
7614,Andrés Nocioni,28.0,Argentina
7615,Fabricio Oberto,35.0,Argentina
7616,Irina Osipova,27.0,Russia
7617,Candace Parker,22.0,United States
7618,Chris Paul,23.0,United States
7619,Erin Phillips,23.0,Australia
7620,Cappie Pondexter,25.0,United States
7621,Antonio Porta,24.0,Argentina
7622,Pablo Prigioni,31.0,Argentina
7623,Tayshaun Prince,28.0,United States
7624,Paolo Quinteros,29.0,Argentina
7625,Oksana Rakhmatulina,31.0,Russia
7626,Emma Randall,23.0,Australia
7627,Michael Redd,28.0,United States
7628,Felipe Reyes,28.0,Spain
7629,Berni Rodríguez,28.0,Spain
7630,Ricky Rubio,17.0,Spain
7631,Luis Scola,28.0,Argentina
7632,Jenni Screen,26.0,Australia
7633,Tatyana Shchyegoleva,26.0,Russia
7634,Katie Smith,34.0,United States
7635,Belinda Snell,27.0,Australia
7636,Irina Sokolovskaya,25.0,Russia
7637,Mariya Stepanova,29.0,Russia
7638,Laura SummertonHodges,24.0,Australia
7639,Diana Taurasi,26.0,United States
7640,Penny Taylor,27.0,Australia
7641,Tina Thompson,33.0,United States
7642,Nataliya Vodopyanova,27.0,Russia
7643,Dwyane Wade Jr,26.0,United States
7644,Deron Williams,24.0,United States
7645,Carmelo Anthony,20.0,United States
7646,Anna Arkhipova,31.0,Russia
7647,Olga Arteshina,21.0,Russia
7648,Yelena Baranova,32.0,Russia
7649,Gianluca Basile,29.0,Italy
7650,Suzy Batkovic,23.0,Australia
7651,Sue Bird,23.0,United States
7652,Carlos Boozer,22.0,United States
7653,Sandy Brondello,35.0,Australia
7654,Massimo Bulleri,26.0,Italy
7655,Swin Cash,24.0,United States
7656,Tamika Catchings,25.0,United States
7657,Roberto Chiacig,29.0,Italy
7658,Allison CookTranquilli,32.0,Australia
7659,Carlos Delfino,21.0,Argentina
7660,Tim Duncan,28.0,United States
7661,Trish Fallon,32.0,Australia
7662,Gabriel Fernández,27.0,Argentina
7663,Jack Galanda,29.0,Italy
7664,Luca Garri,22.0,Italy
7665,Manu Ginóbili,27.0,Argentina
7666,Yolanda Griffith,34.0,United States
7667,Diana Gustilina,30.0,Russia
7668,Leonardo Gutiérrez,26.0,Argentina
7669,Kristi Harrower,29.0,Australia
7670,Walter Herrmann,25.0,Argentina
7671,Allen Iverson,29.0,United States
7672,Lauren Jackson,23.0,Australia
7673,LeBron James,19.0,United States
7674,Richard Jefferson,24.0,United States
7675,Shannon Johnson,29.0,United States
7676,Mariya Kalmykova,30.0,Russia
7677,Yelena Karpova,24.0,Russia
7678,Ilona Korstin,24.0,Russia
7679,Lisa Leslie,32.0,United States
7680,Stephon Marbury,27.0,United States
7681,Denis Marconato,29.0,Italy
7682,Shawn Marion,26.0,United States
7683,Michele Mian,31.0,Italy
